video_id,likes
87185,665.638314527215
9431,2406.032197894122
40599,49.597921587189646
494,3390.714435839045
73942,603.2242685826175
6918,17587.011891558937
28520,2198.3256661111013
37462,1863.8989907563532
37920,1279.451285613775
41158,15312.592835272826
82342,8421.812245089715
35914,5179.07195692636
33707,8116.4610528581015
33016,47655.10599302613
68236,1392.1159410077055
74670,11832.706881191247
26220,2247.473938219915
69750,3928.0614148725194
33750,359.26731144127837
78572,1941.6576348491744
18247,137.85642013969624
53969,13801.660659317902
55834,3344.6868245278038
5280,21855.93757207024
16560,8283.123932194714
78191,1245.5494732591794
7101,2975.6375607856285
23670,5593.411741708291
41341,6914.35647035455
45494,762.850489609902
15902,2100.036790444633
42456,343.7150917275711
15124,27585.449136281186
14119,4063.3229557167333
85189,177300.22557132092
75942,2932.1845880238575
76850,17111.665436514242
50920,767.1186896141184
45209,7715.158292714271
33500,138.2654389096487
79253,28806.24427891375
6588,195.83625983128405
47194,14699.622272156847
703,1025.5155842416257
32665,69.68470013880267
45098,3586.257194249593
8974,1412.3692377985924
18730,2080.870586994514
69807,243.04484241991966
37938,1805.9012973654928
73972,1948.7979031585326
36442,71.0165889753056
31466,5477.945026953892
43499,21691.180534764808
76705,785.73700393749
27895,72.38005546479278
68748,7269.9099147115685
33457,139997.79496674167
20210,36.20755493946741
34982,497.3231708587305
62476,966.4515508966455
2212,1930.0827866510408
871,2037.8805058760456
18267,2066.179716241775
57652,2479.2440959627493
10226,1061.37833479137
56634,11030.87416374058
89145,2744.6651866775164
66608,5492.831210500806
87430,1802.4130408268277
22375,5196.137181984296
76538,6.592289565770087
64571,247408.8732649908
33184,610.2682674896091
70899,14192.334762701537
70140,332.937519439319
39752,87054.01857424085
27375,8245.077541118051
65784,2956.1064997444737
51939,2172.206689537903
44983,5325.376625340666
19416,42369.939957248615
11992,1726.6418343826222
28787,2700.477639958831
33779,610.1753432474673
10483,8140.918234015534
62103,9416.499499280595
27651,3322.4683068808595
28996,220.0783794560405
44617,632.3279085122485
42107,7711.566003691141
77713,21488.939818732273
74295,145.27243337963836
52653,1161.9852589879345
55629,860.1143551849049
12372,3419.0687664196716
22336,255.8023563365326
43869,1750.1517847833811
44725,2832.3103630226315
53592,9776.483450172966
63345,701.2158879984795
38917,1128.6907741054454
15925,1221.8182147950006
53227,3337.0030909667626
21676,1281.6618520007698
37250,639.1968643579133
60762,234.91036845456398
85161,451.744091240685
43279,88.2084975103475
26558,1786.0816166549262
5043,149676.96578356813
34014,32.36060064464097
21634,765.6338237794389
75225,1807.9420620334658
47677,8.982059141185001
50325,9274.413043462797
17989,436.9227461690308
87040,2211.818435788285
48550,70.38327446063188
